question_id,user_id,topic,created_date,word_count,num_views,num_answers,num_upvotes,got_quality_answer
106,2042,finance,2026-06-01,19,23,0,0,0
107,2050,career,2026-06-01,56,31,2,14,1
108,2120,education,2026-06-01,51,13,0,1,0
109,2157,technology,2026-06-01,19,30,2,11,1
110,2185,relationships,2026-06-01,53,22,2,10,1
111,2219,politics,2026-06-01,36,25,0,0,0
112,2225,politics,2026-06-01,65,29,0,1,0
113,2244,finance,2026-06-01,16,19,1,4,1
114,2273,finance,2026-06-01,16,21,2,10,1
115,2274,education,2026-06-01,42,17,0,0,0
116,2287,technology,2026-06-01,27,26,1,3,1
117,2303,relationships,2026-06-01,64,26,1,3,1
118,2316,technology,2026-06-01,28,14,0,1,0
119,2317,career,2026-06-01,11,24,1,4,1
120,2331,relationships,2026-06-01,35,23,1,3,1
121,2332,sports,2026-06-01,8,16,1,3,1
122,2351,technology,2026-06-01,48,35,0,1,0
123,2411,science,2026-06-01,23,21,4,22,1
124,2423,career,2026-06-01,83,28,1,6,1
125,2441,health,2026-06-01,34,19,1,3,1
126,2444,relationships,2026-06-01,36,25,0,0,0
127,2454,sports,2026-06-01,202,31,2,11,1
128,2458,relationships,2026-06-01,55,36,2,11,1
129,2483,politics,2026-06-01,44,22,1,4,1
130,2548,technology,2026-06-01,31,28,0,0,0
131,2556,technology,2026-06-01,33,24,0,1,0
132,2604,science,2026-06-01,47,15,1,2,0
133,2606,science,2026-06-01,30,11,3,10,1
134,2614,health,2026-06-01,41,34,2,8,1
135,2617,science,2026-06-01,32,30,2,9,1
136,2635,relationships,2026-06-01,29,28,2,9,1
137,2655,health,2026-06-01,86,33,0,1,0
138,2659,relationships,2026-06-01,22,21,1,4,1
139,2702,technology,2026-06-01,18,23,0,1,0
140,2713,career,2026-06-01,76,21,5,25,1
141,2746,relationships,2026-06-01,23,25,2,9,1
142,2768,relationships,2026-06-01,20,11,2,5,1
143,2789,politics,2026-06-01,25,23,1,4,1
144,2796,finance,2026-06-01,17,14,0,0,0
145,2822,science,2026-06-01,38,10,1,5,1
146,2827,technology,2026-06-01,27,20,1,4,1
147,2829,science,2026-06-01,50,16,2,7,1
148,2842,finance,2026-06-01,40,38,1,4,1
149,2874,technology,2026-06-01,7,14,2,7,1
150,2899,relationships,2026-06-01,69,32,1,4,1
151,2906,technology,2026-06-01,14,21,0,1,0
152,2909,education,2026-06-01,19,27,2,10,1
153,2913,travel,2026-06-01,42,22,1,2,0
154,2923,sports,2026-06-01,38,29,3,13,1
155,2926,education,2026-06-01,28,24,1,2,0
156,2928,travel,2026-06-01,50,18,0,0,0
157,2941,science,2026-06-01,47,22,2,9,1
158,2964,health,2026-06-01,26,21,1,8,1
159,2998,education,2026-06-01,48,23,2,11,1
160,3001,finance,2026-06-01,38,17,1,3,1
161,3042,career,2026-06-01,13,22,1,7,1
162,3044,relationships,2026-06-01,34,21,4,22,1
163,3059,science,2026-06-01,85,24,1,6,1
164,3074,technology,2026-06-01,47,24,3,12,1
165,3080,travel,2026-06-01,38,23,1,5,1
166,3091,relationships,2026-06-01,24,28,0,0,0
167,3121,technology,2026-06-01,96,25,4,22,1
168,3139,career,2026-06-01,36,19,2,10,1
169,3141,travel,2026-06-01,28,19,1,4,1
170,3180,politics,2026-06-01,45,20,1,4,1
171,3182,finance,2026-06-01,77,34,3,13,1
172,3188,education,2026-06-01,46,20,0,0,0
173,3196,technology,2026-06-01,18,19,1,3,1
174,3197,education,2026-06-01,66,29,1,9,1
175,3205,education,2026-06-01,34,24,0,0,0
176,3208,travel,2026-06-01,46,18,2,9,1
177,3222,science,2026-06-01,26,16,0,0,0
178,3246,education,2026-06-01,46,19,1,4,1
179,3293,technology,2026-06-01,34,31,3,13,1
180,3303,career,2026-06-01,56,30,1,3,1
181,3332,health,2026-06-01,28,26,1,3,1
182,3351,science,2026-06-01,40,29,0,0,0
183,3352,education,2026-06-01,45,25,1,5,1
184,3373,sports,2026-06-01,27,15,2,6,1
185,3375,politics,2026-06-01,24,13,2,9,1
186,3391,relationships,2026-06-01,94,30,0,0,0
187,3401,relationships,2026-06-01,19,17,3,10,1
188,3416,technology,2026-06-01,44,32,2,7,1
189,3453,education,2026-06-01,24,23,1,3,1
190,3507,science,2026-06-01,12,29,1,5,1
191,3508,politics,2026-06-01,57,28,4,22,1
192,3515,technology,2026-06-01,124,27,2,13,1
193,3516,sports,2026-06-01,25,22,0,0,0
194,3519,finance,2026-06-01,30,20,0,1,0
195,3521,finance,2026-06-01,36,18,1,6,1
196,3534,politics,2026-06-01,28,25,4,21,1
197,3578,technology,2026-06-01,34,22,0,0,0
198,3615,education,2026-06-01,89,38,2,9,1
199,3618,career,2026-06-01,11,20,0,0,0
200,3632,finance,2026-06-01,32,32,3,18,1
201,3659,science,2026-06-01,62,27,1,3,1
202,3662,technology,2026-06-01,48,30,1,3,1
203,3682,education,2026-06-01,9,18,1,4,1
204,3686,science,2026-06-01,33,20,1,2,0
205,3691,career,2026-06-01,29,21,1,4,1
206,3694,technology,2026-06-01,18,27,2,13,1
207,3701,finance,2026-06-01,23,21,1,3,1
208,3719,relationships,2026-06-01,71,31,1,6,1
209,3728,career,2026-06-01,61,30,3,15,1
210,3765,technology,2026-06-01,39,20,8,38,1
211,3772,health,2026-06-01,40,19,3,17,1
212,3775,sports,2026-06-01,38,19,1,4,1
213,3796,relationships,2026-06-01,37,19,1,4,1
214,3801,sports,2026-06-01,20,22,2,10,1
215,3804,technology,2026-06-01,13,18,1,2,0
216,3822,education,2026-06-01,16,20,1,2,0
217,3882,technology,2026-06-01,19,23,1,2,0
218,3889,finance,2026-06-01,27,32,1,5,1
219,3892,politics,2026-06-01,91,26,3,12,1
220,3912,technology,2026-06-01,44,19,1,7,1
221,3923,technology,2026-06-01,61,22,1,6,1
222,3950,technology,2026-06-01,23,21,0,1,0
223,3967,career,2026-06-01,39,29,2,8,1
224,3976,politics,2026-06-01,98,27,1,5,1
225,4030,finance,2026-06-01,20,20,3,10,1
226,4098,technology,2026-06-01,53,34,0,0,0
227,4112,education,2026-06-01,33,25,1,4,1
228,4149,career,2026-06-01,47,22,5,25,1
229,4156,health,2026-06-01,65,20,1,3,1
230,4182,travel,2026-06-01,36,21,1,3,1
231,4194,technology,2026-06-01,49,30,2,4,1
232,4195,health,2026-06-01,28,40,2,11,1
233,4235,relationships,2026-06-01,22,13,0,0,0
234,4237,relationships,2026-06-01,14,19,1,5,1
235,4254,career,2026-06-01,27,15,1,3,1
236,4283,health,2026-06-01,46,20,4,25,1
237,4299,technology,2026-06-01,24,24,2,11,1
238,4305,travel,2026-06-01,43,23,1,4,1
239,4344,career,2026-06-01,26,26,0,0,0
240,4436,finance,2026-06-01,40,23,0,0,0
241,4453,travel,2026-06-01,26,25,1,3,1
242,4456,career,2026-06-01,105,30,0,1,0
243,4482,technology,2026-06-01,27,14,1,4,1
244,4500,relationships,2026-06-01,30,25,1,4,1
245,4520,relationships,2026-06-01,72,24,2,11,1
246,4576,relationships,2026-06-01,32,26,0,1,0
247,4641,finance,2026-06-01,37,21,0,0,0
248,4655,finance,2026-06-01,51,21,2,8,1
249,4661,sports,2026-06-01,55,22,2,11,1
250,4684,technology,2026-06-01,30,11,3,13,1
251,4686,health,2026-06-01,27,28,1,5,1
252,4689,technology,2026-06-01,52,18,0,1,0
253,4690,travel,2026-06-01,100,30,3,19,1
254,4691,career,2026-06-01,60,21,1,6,1
255,4706,education,2026-06-01,79,31,2,9,1
256,4727,politics,2026-06-01,24,21,1,4,1
257,4748,travel,2026-06-01,31,25,0,0,0
258,4763,technology,2026-06-01,31,15,0,1,0
259,4797,career,2026-06-01,40,18,2,9,1
260,4815,education,2026-06-01,37,19,2,9,1
261,4840,career,2026-06-01,34,22,1,3,1
262,4846,science,2026-06-01,12,16,3,9,1
263,4856,politics,2026-06-01,41,25,3,10,1
264,4858,education,2026-06-01,80,24,2,10,1
265,4861,relationships,2026-06-01,41,25,2,7,1
266,4886,career,2026-06-01,51,22,2,14,1
267,4912,science,2026-06-01,35,29,0,1,0
268,4930,career,2026-06-01,39,26,2,11,1
269,4935,health,2026-06-01,74,26,0,0,0
270,4954,health,2026-06-01,23,11,0,1,0
271,4962,career,2026-06-01,33,22,2,11,1
272,4986,relationships,2026-06-01,60,23,3,16,1
273,5005,education,2026-06-01,33,31,0,0,0
274,5024,science,2026-06-01,44,29,2,11,1
275,5064,sports,2026-06-01,69,18,3,12,1
276,5086,politics,2026-06-01,22,23,2,10,1
277,5096,science,2026-06-01,191,46,2,15,1
278,5098,sports,2026-06-01,24,18,0,0,0
279,5128,technology,2026-06-01,26,25,1,3,1
280,5131,technology,2026-06-01,21,25,4,17,1
281,5142,education,2026-06-01,37,15,2,12,1
282,5149,travel,2026-06-01,41,17,0,0,0
283,5160,education,2026-06-01,26,20,0,0,0
284,5175,travel,2026-06-01,44,15,1,7,1
285,5180,health,2026-06-01,28,28,2,3,1
286,5193,technology,2026-06-01,13,21,3,13,1
287,5207,technology,2026-06-01,76,36,1,5,1
288,5257,finance,2026-06-01,63,25,0,0,0
289,5262,technology,2026-06-01,22,16,1,5,1
290,5300,relationships,2026-06-01,34,14,3,12,1
291,5309,relationships,2026-06-01,57,26,2,10,1
292,5315,career,2026-06-01,118,32,1,5,1
293,5317,technology,2026-06-01,25,13,2,4,1
294,5341,politics,2026-06-01,39,22,1,4,1
295,5396,travel,2026-06-01,12,7,2,9,1
296,5399,politics,2026-06-01,17,22,0,0,0
297,5405,health,2026-06-01,21,18,3,11,1
298,5453,politics,2026-06-01,31,26,1,2,0
299,5502,health,2026-06-01,35,19,1,4,1
300,5505,technology,2026-06-01,24,22,1,1,0
301,5506,health,2026-06-01,119,22,3,13,1
302,5556,politics,2026-06-01,27,20,0,1,0
303,5593,politics,2026-06-01,26,25,0,0,0
304,5604,career,2026-06-01,38,27,1,5,1
305,5608,science,2026-06-01,49,32,1,3,1
306,5631,health,2026-06-01,31,21,1,4,1
307,5634,finance,2026-06-01,43,21,1,7,1
308,5710,career,2026-06-01,22,18,0,0,0
309,5712,education,2026-06-01,77,29,3,16,1
310,5726,technology,2026-06-01,28,27,0,0,0
311,5740,science,2026-06-01,38,26,1,4,1
312,5750,sports,2026-06-01,25,22,2,8,1
313,5809,health,2026-06-01,42,19,2,11,1
314,5831,travel,2026-06-01,43,28,2,10,1
315,5838,technology,2026-06-01,30,8,2,9,1
316,5876,career,2026-06-01,28,24,1,3,1
317,5880,health,2026-06-01,42,19,0,0,0
318,5887,career,2026-06-01,29,18,1,4,1
319,5890,science,2026-06-01,22,20,1,5,1
320,5908,sports,2026-06-01,99,29,1,3,1
321,5917,technology,2026-06-01,18,13,3,14,1
322,5939,technology,2026-06-01,55,25,1,5,1
323,5942,travel,2026-06-01,36,28,2,10,1
324,5958,education,2026-06-01,46,23,1,2,0
325,5968,politics,2026-06-01,68,30,2,8,1
326,5976,sports,2026-06-01,67,26,1,4,1
327,6036,relationships,2026-06-01,109,24,1,6,1
328,6037,sports,2026-06-01,36,34,3,14,1
329,6042,education,2026-06-01,83,29,0,0,0
330,6066,travel,2026-06-01,68,31,3,15,1
331,6081,health,2026-06-01,20,20,1,3,1
332,6113,health,2026-06-01,20,17,1,3,1
333,6114,technology,2026-06-01,33,20,0,1,0
334,6123,health,2026-06-01,38,21,1,3,1
335,6154,science,2026-06-01,19,22,2,9,1
336,6158,education,2026-06-01,8,13,1,4,1
337,6187,sports,2026-06-01,15,10,3,12,1
338,6238,travel,2026-06-01,39,27,5,35,1
339,6271,relationships,2026-06-01,37,22,0,1,0
340,6273,politics,2026-06-01,36,22,1,5,1
341,6274,science,2026-06-01,44,26,1,3,1
342,6298,health,2026-06-01,85,30,2,7,1
343,6329,relationships,2026-06-01,48,27,2,7,1
344,6351,relationships,2026-06-01,46,24,0,0,0
345,6354,health,2026-06-01,21,24,1,2,0
346,6357,education,2026-06-01,65,37,4,20,1
347,6366,health,2026-06-01,16,18,2,11,1
348,6379,relationships,2026-06-01,18,22,0,0,0
349,6398,career,2026-06-01,53,17,1,5,1
350,6399,career,2026-06-01,92,22,2,9,1
351,6412,science,2026-06-01,60,25,1,6,1
352,6428,health,2026-06-01,34,31,1,4,1
353,6430,health,2026-06-01,57,28,0,0,0
354,6454,relationships,2026-06-01,45,22,0,1,0
355,6480,education,2026-06-01,66,24,3,13,1
356,6541,finance,2026-06-01,44,25,1,5,1
357,6543,sports,2026-06-01,27,31,0,0,0
358,6559,science,2026-06-01,47,21,4,19,1
359,6560,travel,2026-06-01,28,34,3,12,1
360,6586,education,2026-06-01,15,19,0,0,0
361,6592,career,2026-06-01,120,29,2,11,1
362,6601,relationships,2026-06-01,23,15,1,2,0
363,6615,education,2026-06-01,23,13,1,2,0
364,6640,science,2026-06-01,13,26,2,9,1
365,6650,career,2026-06-01,99,25,2,8,1
366,6655,career,2026-06-01,39,30,2,11,1
367,6672,technology,2026-06-01,21,20,1,6,1
368,6695,relationships,2026-06-01,131,22,2,11,1
369,6696,career,2026-06-01,119,22,3,16,1
370,6716,technology,2026-06-01,51,19,0,0,0
371,6731,travel,2026-06-01,27,17,0,0,0
372,6763,science,2026-06-01,28,20,0,0,0
373,6770,career,2026-06-01,44,26,2,8,1
374,6791,science,2026-06-01,32,18,0,0,0
375,6800,education,2026-06-01,32,25,1,5,1
376,6852,education,2026-06-01,28,26,2,7,1
377,6885,education,2026-06-01,47,20,2,13,1
378,6890,relationships,2026-06-01,25,24,1,4,1
379,6907,sports,2026-06-01,110,23,2,8,1
380,6921,career,2026-06-01,19,17,4,12,1
381,6933,career,2026-06-01,72,27,2,10,1
382,6934,relationships,2026-06-01,38,21,1,4,1
383,6956,relationships,2026-06-01,24,20,4,20,1
384,6967,politics,2026-06-01,33,17,2,13,1
385,6985,science,2026-06-01,77,17,2,7,1
386,7027,career,2026-06-01,33,22,1,3,1
387,7071,politics,2026-06-01,36,34,1,5,1
388,7120,relationships,2026-06-01,33,24,0,1,0
389,7121,education,2026-06-01,32,17,3,11,1
390,7127,relationships,2026-06-01,34,28,1,6,1
391,7165,travel,2026-06-01,26,23,1,2,0
392,7180,relationships,2026-06-01,30,26,2,8,1
393,7220,finance,2026-06-01,29,12,1,6,1
394,7229,science,2026-06-01,40,21,0,0,0
395,7232,education,2026-06-01,73,35,0,1,0
396,7233,education,2026-06-01,22,25,1,5,1
397,7311,science,2026-06-01,70,28,2,9,1
398,7324,sports,2026-06-01,35,37,2,8,1
399,7335,education,2026-06-01,22,20,1,1,0
400,7339,relationships,2026-06-01,15,13,1,6,1
401,7366,science,2026-06-01,42,27,1,2,0
402,7406,politics,2026-06-01,39,19,1,5,1
403,7408,career,2026-06-01,71,19,1,8,1
404,7411,relationships,2026-06-01,32,21,0,1,0
405,7415,science,2026-06-01,28,24,1,3,1
406,7421,technology,2026-06-01,34,25,1,3,1
407,7432,finance,2026-06-01,46,31,0,0,0
408,7445,education,2026-06-01,30,23,0,1,0
409,7449,education,2026-06-01,29,30,3,14,1
410,7454,health,2026-06-01,36,25,1,4,1
411,7499,technology,2026-06-01,21,16,0,1,0
412,7544,career,2026-06-01,15,18,1,5,1
413,7588,relationships,2026-06-01,65,36,3,13,1
414,7598,technology,2026-06-01,43,27,2,5,1
415,7602,career,2026-06-01,35,24,0,0,0
416,7611,sports,2026-06-01,27,17,1,4,1
417,7616,finance,2026-06-01,17,17,1,0,0
418,7681,health,2026-06-01,45,15,2,8,1
419,7699,travel,2026-06-01,35,14,1,4,1
420,7727,health,2026-06-01,44,21,1,3,1
421,7744,finance,2026-06-01,60,24,4,19,1
422,7769,career,2026-06-01,42,36,2,12,1
423,7793,technology,2026-06-01,45,29,1,8,1
424,7805,technology,2026-06-01,37,27,1,3,1
425,7844,health,2026-06-01,19,21,4,24,1
426,7853,sports,2026-06-01,29,25,0,1,0
427,7858,career,2026-06-01,16,17,1,4,1
428,7890,finance,2026-06-01,37,26,2,14,1
429,7927,health,2026-06-01,40,24,1,1,0
430,7964,finance,2026-06-01,16,16,0,0,0
431,7969,technology,2026-06-01,28,19,2,6,1
432,8002,education,2026-06-01,33,36,2,13,1
433,8040,relationships,2026-06-01,36,30,1,8,1
434,8051,education,2026-06-01,39,27,3,15,1
435,8062,sports,2026-06-01,28,26,0,0,0
436,8068,politics,2026-06-01,21,18,0,0,0
437,8079,career,2026-06-01,23,12,0,0,0
438,8106,technology,2026-06-01,29,18,0,0,0
439,8113,sports,2026-06-01,26,23,0,0,0
440,8114,relationships,2026-06-01,22,29,1,3,1
441,8126,science,2026-06-01,50,20,0,1,0
442,8127,relationships,2026-06-01,20,31,1,6,1
443,8130,politics,2026-06-01,32,23,3,16,1
444,8134,education,2026-06-01,35,32,1,4,1
445,8156,career,2026-06-01,14,17,3,13,1
446,8174,relationships,2026-06-01,51,24,1,1,0
447,8210,finance,2026-06-01,33,15,0,0,0
448,8228,health,2026-06-01,18,22,1,4,1
449,8230,technology,2026-06-01,19,25,1,2,0
450,8235,health,2026-06-01,52,34,2,8,1
451,8246,science,2026-06-01,25,12,2,8,1
452,8288,career,2026-06-01,11,15,1,4,1
453,8292,relationships,2026-06-01,35,21,0,0,0
454,8319,technology,2026-06-01,26,26,0,0,0
455,8325,education,2026-06-01,46,28,0,0,0
456,8364,technology,2026-06-01,145,23,2,11,1
457,8365,health,2026-06-01,22,25,1,4,1
458,8376,career,2026-06-01,17,17,0,1,0
459,8389,education,2026-06-01,90,19,2,10,1
460,8405,politics,2026-06-01,40,28,1,3,1
461,8417,travel,2026-06-01,44,26,3,12,1
462,8433,relationships,2026-06-01,45,18,1,3,1
463,8436,sports,2026-06-01,40,22,1,4,1
464,8443,politics,2026-06-01,24,32,2,9,1
465,8452,career,2026-06-01,12,24,0,0,0
466,8503,technology,2026-06-01,26,22,2,7,1
467,8554,technology,2026-06-01,25,23,1,2,0
468,8577,relationships,2026-06-01,14,16,4,11,1
469,8578,technology,2026-06-01,75,33,2,12,1
470,8629,education,2026-06-01,29,18,1,3,1
471,8680,sports,2026-06-01,45,38,2,13,1
472,8713,politics,2026-06-01,51,16,2,10,1
473,8716,education,2026-06-01,23,22,0,0,0
474,8782,technology,2026-06-01,18,16,1,4,1
475,8793,science,2026-06-01,16,22,0,0,0
476,8809,technology,2026-06-01,17,19,0,1,0
477,8819,science,2026-06-01,54,28,4,16,1
478,8841,health,2026-06-01,40,23,1,7,1
479,8856,education,2026-06-01,86,21,1,2,0
480,8857,politics,2026-06-01,27,20,0,1,0
481,8871,sports,2026-06-01,49,27,3,11,1
482,8887,sports,2026-06-01,52,30,0,1,0
483,8895,technology,2026-06-01,18,17,0,0,0
484,8902,technology,2026-06-01,27,25,3,11,1
485,8910,relationships,2026-06-01,133,36,3,20,1
486,8911,science,2026-06-01,32,15,2,9,1
487,8915,relationships,2026-06-01,33,23,0,0,0
488,8924,technology,2026-06-01,32,24,1,2,0
489,8927,finance,2026-06-01,16,22,0,0,0
490,8946,career,2026-06-01,49,26,1,5,1
491,8961,science,2026-06-01,20,24,2,6,1
492,8994,education,2026-06-01,33,25,1,2,0
493,9016,technology,2026-06-01,23,29,1,3,1
494,9021,health,2026-06-01,47,26,1,3,1
495,9094,relationships,2026-06-01,68,31,2,14,1
496,9098,technology,2026-06-01,30,20,3,8,1
497,9129,education,2026-06-01,22,42,1,4,1
498,9133,career,2026-06-01,54,21,1,2,0
499,9148,career,2026-06-01,27,18,0,1,0
500,9149,finance,2026-06-01,24,26,0,0,0
501,9160,finance,2026-06-01,30,24,1,3,1
502,9217,travel,2026-06-01,68,29,0,0,0
503,9246,education,2026-06-01,31,15,1,2,0
504,9248,science,2026-06-01,12,11,0,0,0
505,9252,relationships,2026-06-01,41,23,1,7,1
506,9263,career,2026-06-01,36,17,1,5,1
507,9278,finance,2026-06-01,35,41,0,0,0
508,9329,relationships,2026-06-01,35,18,1,4,1
509,9335,finance,2026-06-01,40,21,3,16,1
510,9371,education,2026-06-01,63,25,2,9,1
511,9396,relationships,2026-06-01,36,30,3,13,1
512,9408,technology,2026-06-01,13,22,3,14,1
513,9415,relationships,2026-06-01,65,23,0,0,0
514,9444,education,2026-06-01,33,24,2,6,1
515,9471,relationships,2026-06-01,60,24,1,2,0
516,9502,technology,2026-06-01,38,25,2,12,1
517,9538,politics,2026-06-01,35,18,0,0,0
518,9543,politics,2026-06-01,74,34,2,6,1
519,9544,health,2026-06-01,33,26,2,7,1
520,9553,travel,2026-06-01,46,21,0,0,0
521,9572,technology,2026-06-01,27,28,3,17,1
522,9584,science,2026-06-01,80,20,3,10,1
523,9591,sports,2026-06-01,105,30,2,13,1
524,9610,health,2026-06-01,23,19,2,7,1
525,9612,finance,2026-06-01,27,11,1,2,0
526,9615,technology,2026-06-01,25,23,2,10,1
527,9617,science,2026-06-01,53,28,2,13,1
528,9625,science,2026-06-01,51,41,4,25,1
529,9648,career,2026-06-01,89,22,2,9,1
530,9659,sports,2026-06-01,27,26,1,8,1
531,9709,relationships,2026-06-01,38,23,2,12,1
532,9731,technology,2026-06-01,37,16,0,0,0
533,9777,technology,2026-06-01,38,28,2,8,1
534,9782,technology,2026-06-01,11,19,1,7,1
535,9882,relationships,2026-06-01,30,16,0,1,0
536,9942,technology,2026-06-01,51,24,0,1,0
537,9951,finance,2026-06-01,90,20,2,12,1
538,9959,technology,2026-06-01,47,26,1,6,1
539,9965,finance,2026-06-01,47,20,0,1,0
540,9997,career,2026-06-01,69,30,0,0,0
541,10026,finance,2026-06-01,57,36,4,14,1
542,10063,politics,2026-06-01,46,27,1,5,1
543,10076,relationships,2026-06-01,28,30,3,16,1
544,10089,sports,2026-06-01,21,25,1,4,1
545,10090,technology,2026-06-01,60,31,0,0,0
546,10101,sports,2026-06-01,24,15,0,1,0
547,10124,travel,2026-06-01,49,21,4,12,1
548,10140,career,2026-06-01,27,34,0,1,0
549,10160,sports,2026-06-01,32,26,2,9,1
550,10164,science,2026-06-01,76,24,2,9,1
551,10169,travel,2026-06-01,18,25,1,4,1
552,10185,relationships,2026-06-01,71,39,2,9,1
553,10221,finance,2026-06-01,16,27,2,9,1
554,10239,science,2026-06-01,24,25,0,1,0
555,10250,travel,2026-06-01,28,17,1,5,1
556,10255,health,2026-06-01,37,23,1,5,1
557,10270,education,2026-06-01,61,24,1,6,1
558,10286,politics,2026-06-01,52,24,5,28,1
559,10295,career,2026-06-01,20,30,1,2,0
560,10345,travel,2026-06-01,46,32,1,2,0
561,10372,technology,2026-06-01,45,29,1,5,1
562,10380,sports,2026-06-01,16,17,1,4,1
563,10397,technology,2026-06-01,20,25,0,1,0
564,10440,technology,2026-06-01,38,23,1,6,1
