user_id,signup_date,country,device_type
266,2025-08-08,US,desktop
267,2025-01-08,BR,desktop
268,2025-08-20,GB,desktop
269,2025-08-10,US,mobile
270,2023-04-11,PH,desktop
271,2025-04-03,US,mobile
272,2024-01-05,IN,mobile
273,2025-04-25,BR,desktop
274,2026-03-23,US,desktop
275,2026-03-05,US,mobile
276,2023-03-11,PH,mobile
277,2025-03-01,US,desktop
278,2026-04-23,US,tablet
279,2025-02-13,US,desktop
280,2025-06-26,CA,mobile
281,2024-03-07,GB,desktop
282,2023-05-25,GB,mobile
283,2023-06-21,US,mobile
284,2026-01-28,US,desktop
285,2026-04-28,GB,mobile
286,2023-08-06,US,mobile
287,2025-10-03,CA,desktop
288,2025-11-14,IN,desktop
289,2023-04-21,DE,tablet
290,2025-10-05,US,mobile
291,2023-08-02,PH,tablet
292,2023-10-27,US,mobile
293,2025-09-10,IN,tablet
294,2023-06-20,US,mobile
295,2024-05-01,DE,mobile
296,2024-11-09,PH,mobile
297,2024-10-08,AU,mobile
298,2026-03-18,BR,desktop
299,2023-07-20,CA,mobile
300,2025-04-29,IN,tablet
301,2025-06-11,BR,desktop
302,2026-04-15,GB,desktop
303,2025-06-30,IN,mobile
304,2025-03-20,DE,mobile
305,2026-03-11,GB,mobile
306,2024-03-22,DE,desktop
307,2025-11-17,DE,desktop
308,2025-06-26,US,mobile
309,2024-10-18,IN,desktop
310,2024-03-31,IN,mobile
311,2025-09-27,IN,mobile
312,2023-05-13,BR,desktop
313,2024-09-03,PH,mobile
314,2024-11-03,DE,mobile
315,2023-12-10,IN,mobile
316,2025-09-02,CA,mobile
317,2025-06-08,US,desktop
318,2023-05-19,IN,mobile
319,2024-01-30,CA,mobile
320,2023-04-22,US,desktop
321,2024-04-28,IN,desktop
322,2025-11-26,BR,mobile
323,2023-12-01,IN,mobile
324,2023-06-15,IN,mobile
325,2025-12-08,IN,desktop
326,2025-05-26,BR,desktop
327,2023-10-31,BR,mobile
328,2025-12-04,IN,mobile
329,2023-03-23,IN,mobile
330,2025-12-15,BR,mobile
331,2026-04-03,BR,mobile
332,2023-11-26,IN,desktop
333,2026-04-27,BR,desktop
334,2026-01-19,GB,tablet
335,2024-03-04,IN,desktop
336,2023-11-22,US,mobile
337,2023-07-01,US,mobile
338,2025-07-26,DE,mobile
339,2023-09-23,IN,desktop
340,2024-12-29,PH,mobile
341,2023-11-09,US,mobile
342,2025-11-16,GB,desktop
343,2024-01-02,AU,mobile
344,2024-03-30,US,desktop
345,2025-01-10,US,desktop
346,2024-11-13,IN,mobile
347,2025-10-11,IN,mobile
348,2025-01-27,IN,mobile
349,2024-05-18,US,mobile
350,2023-10-04,CA,mobile
351,2024-06-03,IN,mobile
352,2024-11-11,IN,mobile
353,2024-01-13,DE,mobile
354,2024-02-13,BR,mobile
355,2023-04-23,GB,tablet
356,2023-10-31,US,desktop
357,2026-02-09,GB,mobile
358,2024-05-13,AU,mobile
359,2024-01-21,AU,desktop
360,2023-04-04,US,desktop
361,2023-11-25,IN,mobile
362,2024-07-27,PH,mobile
363,2026-03-13,US,mobile
364,2025-08-19,BR,mobile
365,2023-11-23,US,mobile
366,2024-08-07,US,mobile
367,2024-02-19,PH,mobile
368,2025-07-20,AU,mobile
369,2023-10-18,BR,mobile
370,2026-01-25,IN,mobile
371,2023-03-22,US,desktop
372,2023-11-30,PH,desktop
373,2024-02-22,CA,mobile
374,2025-06-27,IN,mobile
375,2023-10-11,US,desktop
376,2025-05-01,IN,mobile
377,2023-08-16,PH,mobile
378,2023-03-03,IN,desktop
379,2023-08-03,AU,mobile
380,2025-01-19,US,mobile
381,2023-06-09,GB,mobile
382,2024-12-02,US,tablet
383,2023-09-14,CA,desktop
384,2023-05-21,GB,desktop
385,2025-02-07,US,mobile
386,2023-10-21,US,desktop
387,2023-03-09,IN,desktop
388,2023-08-01,BR,mobile
389,2025-09-07,CA,mobile
390,2024-11-01,DE,mobile
391,2024-11-28,US,mobile
392,2025-08-27,US,mobile
393,2025-08-19,AU,mobile
394,2026-02-15,DE,mobile
395,2024-02-10,IN,mobile
396,2026-01-29,US,desktop
397,2025-12-06,CA,mobile
398,2025-11-23,GB,mobile
399,2024-09-01,PH,desktop
400,2025-06-21,BR,desktop
401,2024-11-17,AU,desktop
402,2023-11-05,DE,mobile
403,2025-03-07,US,mobile
404,2025-08-07,IN,mobile
405,2026-02-01,BR,mobile
406,2024-12-25,US,tablet
407,2023-09-19,US,mobile
408,2024-11-12,US,mobile
409,2025-06-23,GB,mobile
410,2025-05-05,IN,mobile
411,2026-04-13,US,mobile
412,2025-10-07,CA,desktop
413,2026-01-02,GB,mobile
414,2025-06-23,US,mobile
415,2023-04-26,PH,desktop
416,2023-08-09,PH,mobile
417,2023-11-30,US,desktop
418,2023-02-24,BR,tablet
419,2025-05-06,GB,mobile
420,2025-02-23,AU,desktop
421,2026-03-19,GB,mobile
422,2024-11-08,PH,mobile
423,2024-09-06,US,mobile
424,2025-04-06,DE,mobile
425,2024-03-12,BR,desktop
426,2025-03-01,US,mobile
427,2024-11-25,IN,mobile
428,2024-02-19,US,mobile
429,2024-02-11,US,mobile
430,2023-12-24,GB,mobile
431,2024-02-15,US,mobile
432,2025-04-27,IN,mobile
433,2025-08-09,US,mobile
434,2025-11-14,GB,mobile
435,2025-04-18,PH,mobile
436,2024-01-26,GB,desktop
437,2023-08-20,GB,mobile
438,2024-12-04,IN,mobile
439,2026-02-02,IN,mobile
440,2023-05-26,US,mobile
441,2023-09-11,DE,desktop
442,2025-01-09,GB,mobile
443,2024-05-11,US,tablet
444,2026-03-31,IN,desktop
445,2025-01-07,IN,mobile
446,2024-01-04,PH,desktop
447,2023-12-14,US,mobile
448,2023-03-06,BR,mobile
449,2024-09-22,PH,mobile
450,2024-11-03,BR,mobile
451,2024-08-10,US,mobile
452,2023-04-14,IN,mobile
453,2025-12-10,AU,mobile
454,2025-10-24,US,desktop
455,2023-10-08,BR,tablet
456,2025-08-26,IN,desktop
457,2024-04-24,IN,mobile
458,2025-03-29,IN,mobile
459,2023-12-01,IN,desktop
460,2025-01-13,US,tablet
461,2025-10-23,US,mobile
462,2023-06-15,CA,desktop
463,2026-04-21,IN,mobile
464,2023-03-22,US,desktop
465,2026-03-11,CA,mobile
466,2024-09-13,US,desktop
467,2023-05-31,US,tablet
468,2024-02-07,PH,desktop
469,2025-08-17,CA,mobile
470,2024-04-28,AU,desktop
471,2025-08-30,IN,desktop
472,2023-07-31,AU,desktop
473,2026-02-12,PH,mobile
474,2025-12-27,AU,desktop
475,2024-01-24,IN,mobile
476,2024-07-14,CA,mobile
477,2023-12-14,IN,mobile
478,2023-09-30,AU,mobile
479,2026-01-26,IN,mobile
480,2023-11-09,BR,desktop
481,2025-02-17,GB,mobile
482,2023-11-17,US,mobile
483,2025-09-03,DE,mobile
484,2023-03-11,IN,desktop
485,2024-10-16,US,mobile
486,2026-03-30,US,desktop
487,2024-01-14,US,mobile
488,2025-12-29,US,mobile
489,2024-05-31,US,mobile
490,2025-11-04,US,mobile
491,2025-08-20,CA,desktop
492,2024-06-22,CA,mobile
493,2024-06-24,IN,desktop
494,2024-12-14,BR,tablet
495,2025-06-05,IN,mobile
496,2026-02-16,US,mobile
497,2025-04-01,US,mobile
498,2025-06-10,IN,mobile
499,2023-03-01,PH,desktop
500,2025-01-30,IN,desktop
501,2024-08-09,GB,mobile
502,2024-09-18,IN,mobile
503,2023-05-13,IN,desktop
504,2023-11-30,IN,tablet
505,2024-07-26,AU,desktop
506,2024-10-07,IN,desktop
507,2023-06-17,IN,desktop
508,2023-09-09,US,mobile
509,2024-02-14,DE,desktop
510,2024-08-08,DE,mobile
511,2025-12-28,IN,mobile
512,2025-03-11,US,mobile
513,2024-01-31,IN,desktop
514,2023-10-03,US,mobile
515,2024-03-02,US,desktop
516,2025-09-26,DE,mobile
517,2025-08-26,IN,mobile
518,2023-06-27,IN,mobile
519,2025-03-16,AU,mobile
520,2024-03-06,IN,desktop
521,2025-09-17,US,mobile
522,2023-04-13,PH,desktop
523,2025-06-12,IN,mobile
524,2025-08-30,CA,mobile
525,2025-06-21,US,mobile
526,2025-08-03,US,mobile
527,2026-01-11,IN,desktop
528,2024-11-14,US,mobile
529,2024-07-03,IN,mobile
530,2025-11-09,US,desktop
531,2024-11-06,US,desktop
532,2026-03-17,BR,mobile
533,2024-07-27,IN,mobile
534,2025-03-17,DE,mobile
535,2024-03-02,IN,desktop
536,2023-12-06,US,mobile
537,2025-10-28,US,mobile
538,2023-06-27,PH,desktop
539,2023-10-22,IN,mobile
540,2025-08-03,US,desktop
541,2024-12-03,US,desktop
542,2023-04-24,US,mobile
543,2023-07-06,PH,desktop
544,2026-01-30,AU,desktop
545,2023-06-22,IN,desktop
546,2026-01-31,IN,mobile
547,2025-04-09,US,desktop
548,2024-01-28,DE,mobile
549,2023-09-12,IN,mobile
550,2026-02-12,GB,mobile
551,2023-04-07,GB,desktop
552,2023-03-24,GB,mobile
553,2025-02-09,BR,mobile
554,2025-06-16,US,mobile
555,2025-12-29,CA,desktop
556,2025-12-03,US,mobile
557,2026-02-22,GB,mobile
558,2023-11-15,GB,tablet
559,2024-12-20,AU,desktop
560,2024-12-24,DE,mobile
561,2025-06-29,GB,mobile
562,2023-06-14,BR,tablet
563,2024-08-28,GB,mobile
564,2024-10-03,CA,mobile
565,2025-02-06,DE,desktop
566,2026-04-23,IN,tablet
567,2025-10-24,CA,mobile
568,2025-10-23,US,desktop
569,2024-12-22,US,mobile
570,2026-01-06,US,desktop
571,2023-06-12,US,mobile
572,2025-10-02,IN,mobile
573,2024-06-22,GB,desktop
574,2025-06-20,IN,mobile
575,2026-01-20,PH,desktop
576,2026-02-03,US,mobile
577,2024-10-25,IN,mobile
578,2023-07-09,DE,desktop
579,2024-01-03,DE,mobile
580,2024-03-06,PH,mobile
581,2024-04-26,IN,desktop
582,2024-11-29,BR,mobile
583,2024-02-08,US,desktop
584,2023-06-16,AU,mobile
585,2024-08-22,PH,desktop
586,2024-05-17,US,mobile
587,2025-09-22,CA,mobile
588,2024-02-25,US,mobile
589,2025-12-24,US,mobile
590,2024-01-20,IN,desktop
591,2023-02-24,US,tablet
592,2024-12-04,DE,mobile
593,2024-09-01,US,mobile
594,2025-05-24,BR,tablet
595,2023-12-03,DE,mobile
596,2023-06-30,IN,mobile
597,2025-10-22,BR,mobile
598,2025-02-25,CA,desktop
599,2025-03-03,IN,mobile
600,2024-12-07,IN,desktop
601,2026-04-11,US,tablet
602,2025-06-13,US,mobile
603,2024-10-01,PH,mobile
604,2024-07-24,IN,mobile
605,2023-11-16,PH,desktop
606,2024-08-11,CA,desktop
607,2026-03-13,IN,desktop
608,2024-12-13,CA,mobile
609,2024-12-09,IN,mobile
610,2025-03-15,US,mobile
611,2025-06-07,IN,mobile
612,2024-08-07,US,mobile
613,2024-11-04,IN,mobile
614,2025-02-09,GB,mobile
615,2023-03-06,PH,desktop
616,2023-11-03,BR,mobile
617,2025-11-19,AU,mobile
618,2025-11-04,IN,desktop
619,2025-06-12,PH,desktop
620,2024-01-11,GB,tablet
621,2025-09-02,US,mobile
622,2025-08-31,BR,mobile
623,2023-02-23,IN,mobile
624,2023-05-08,CA,mobile
625,2024-02-01,IN,mobile
626,2025-02-06,US,tablet
627,2024-04-11,US,desktop
628,2025-04-19,US,mobile
629,2026-04-14,US,desktop
630,2023-06-13,GB,desktop
631,2023-03-01,US,mobile
632,2026-03-08,IN,mobile
633,2024-07-06,US,mobile
634,2023-03-16,US,mobile
635,2023-09-18,PH,desktop
636,2023-05-12,IN,mobile
637,2023-10-10,US,mobile
638,2024-03-16,US,mobile
639,2024-09-13,US,mobile
640,2024-07-05,BR,mobile
641,2026-04-10,US,mobile
642,2024-08-27,US,mobile
643,2026-03-26,DE,mobile
644,2026-01-25,GB,tablet
645,2023-09-02,CA,mobile
646,2026-01-16,BR,desktop
647,2024-07-09,US,mobile
648,2024-02-14,US,desktop
649,2026-04-05,BR,mobile
650,2023-04-08,BR,mobile
651,2025-01-04,BR,mobile
652,2024-09-13,IN,desktop
653,2023-04-24,AU,mobile
654,2026-05-01,GB,mobile
655,2025-12-08,GB,mobile
656,2023-09-06,BR,mobile
657,2025-05-03,BR,mobile
658,2023-09-04,US,desktop
659,2023-05-12,IN,mobile
660,2025-04-04,BR,mobile
661,2026-04-29,GB,mobile
662,2024-02-27,US,tablet
663,2023-10-14,US,mobile
664,2025-11-18,BR,mobile
665,2025-07-10,PH,desktop
666,2025-10-24,DE,mobile
667,2024-05-29,IN,desktop
668,2024-01-21,US,desktop
669,2026-03-25,US,tablet
670,2024-09-13,US,mobile
671,2023-12-31,US,desktop
672,2024-06-12,US,desktop
673,2023-03-06,IN,tablet
674,2024-08-28,IN,desktop
675,2023-05-09,US,mobile
676,2023-04-28,PH,mobile
677,2025-10-06,IN,desktop
678,2023-10-23,IN,mobile
679,2024-05-04,IN,tablet
680,2023-06-16,GB,desktop
681,2025-07-16,IN,mobile
682,2025-05-26,PH,mobile
683,2025-01-10,IN,mobile
684,2023-03-13,IN,mobile
685,2023-02-19,IN,mobile
686,2023-09-18,US,tablet
687,2026-03-04,BR,desktop
688,2026-01-06,IN,desktop
689,2024-02-29,US,mobile
690,2026-01-21,IN,mobile
691,2023-03-25,IN,desktop
692,2025-09-20,GB,mobile
693,2023-04-25,PH,mobile
694,2025-04-04,PH,mobile
695,2025-07-01,US,mobile
696,2025-08-19,GB,desktop
697,2023-11-14,BR,mobile
698,2026-03-03,GB,mobile
699,2024-06-11,IN,mobile
700,2024-11-28,GB,desktop
701,2024-08-01,IN,mobile
702,2025-06-29,DE,desktop
703,2026-02-19,BR,mobile
704,2024-11-07,GB,desktop
705,2025-04-28,AU,desktop
706,2023-10-29,US,desktop
707,2025-04-04,IN,mobile
708,2025-04-21,US,tablet
709,2025-02-07,US,mobile
710,2026-03-16,BR,mobile
711,2024-09-25,DE,desktop
712,2023-08-30,US,desktop
713,2024-09-17,IN,mobile
714,2024-10-06,IN,desktop
715,2024-10-02,CA,mobile
716,2025-07-21,US,tablet
717,2025-12-26,US,mobile
718,2023-05-12,IN,mobile
719,2023-10-28,AU,desktop
720,2023-12-24,BR,mobile
721,2026-02-24,US,desktop
722,2024-12-25,US,desktop
723,2026-05-02,PH,mobile
724,2025-03-22,IN,mobile
725,2026-01-08,IN,mobile
726,2026-02-08,IN,mobile
727,2024-11-05,PH,mobile
728,2025-06-02,IN,mobile
729,2023-03-18,DE,mobile
730,2024-01-16,US,desktop
731,2025-03-13,PH,mobile
732,2026-02-03,BR,mobile
733,2024-04-06,US,desktop
734,2025-02-16,US,mobile
735,2025-02-14,US,mobile
736,2024-06-09,GB,desktop
737,2025-01-11,PH,mobile
738,2023-12-19,BR,mobile
739,2023-07-11,US,mobile
740,2023-12-15,BR,desktop
741,2023-03-10,GB,desktop
742,2025-05-25,IN,desktop
743,2025-05-10,US,mobile
744,2025-04-12,DE,tablet
745,2025-09-22,CA,mobile
746,2025-10-30,IN,mobile
747,2025-09-23,AU,mobile
748,2023-12-31,GB,mobile
749,2024-09-19,BR,mobile
750,2025-06-26,US,mobile
751,2024-03-26,US,mobile
752,2024-10-17,US,mobile
753,2026-04-23,BR,desktop
754,2023-06-15,CA,mobile
755,2025-02-17,IN,mobile
756,2026-04-25,IN,desktop
757,2025-10-02,PH,desktop
758,2023-08-04,IN,mobile
759,2024-04-11,PH,mobile
760,2023-12-19,IN,mobile
761,2025-04-10,US,mobile
762,2024-04-08,US,desktop
763,2025-05-06,BR,desktop
764,2025-01-11,IN,mobile
765,2025-10-18,BR,mobile
766,2024-05-02,IN,mobile
767,2024-05-26,GB,mobile
768,2023-04-19,US,mobile
769,2024-03-07,IN,mobile
770,2026-01-11,US,desktop
771,2025-06-25,GB,tablet
772,2026-02-12,PH,desktop
773,2025-06-07,IN,desktop
774,2025-03-30,US,mobile
775,2023-04-27,IN,desktop
776,2026-01-02,BR,mobile
777,2024-09-08,US,mobile
778,2023-05-25,GB,mobile
779,2025-05-05,IN,mobile
780,2023-10-24,DE,mobile
781,2025-04-09,US,desktop
782,2025-10-29,US,mobile
783,2024-06-19,IN,desktop
784,2025-02-19,IN,mobile
785,2026-05-01,IN,mobile
786,2025-01-01,PH,mobile
787,2025-01-23,GB,mobile
788,2023-04-12,IN,desktop
789,2023-08-01,IN,mobile
790,2025-04-12,IN,desktop
791,2023-12-17,PH,mobile
792,2024-10-18,US,mobile
793,2023-06-05,US,mobile
794,2024-08-22,DE,mobile
795,2026-01-24,US,desktop
796,2023-10-31,US,mobile
797,2024-03-08,US,desktop
798,2023-07-22,US,desktop
799,2024-01-14,US,desktop
800,2024-03-09,DE,mobile
801,2025-03-06,US,desktop
802,2025-03-03,IN,mobile
803,2025-02-10,IN,desktop
804,2025-08-08,CA,mobile
805,2024-01-26,US,mobile
806,2025-01-22,GB,mobile
807,2023-04-03,IN,mobile
808,2024-06-28,US,desktop
809,2025-05-16,US,mobile
810,2023-11-17,PH,mobile
811,2024-11-14,US,mobile
812,2023-04-06,IN,desktop
813,2023-10-09,US,desktop
814,2023-07-16,AU,mobile
815,2023-03-26,IN,desktop
816,2023-10-24,BR,mobile
817,2023-04-25,IN,mobile
818,2023-06-14,US,desktop
819,2025-11-07,BR,desktop
820,2024-02-08,GB,mobile
821,2024-07-21,US,mobile
822,2023-04-22,CA,mobile
823,2023-11-29,US,mobile
824,2024-09-09,BR,mobile
825,2024-04-17,AU,tablet
826,2026-01-16,IN,tablet
827,2025-03-15,AU,mobile
828,2023-12-31,CA,mobile
829,2024-12-15,US,mobile
830,2023-04-19,IN,mobile
831,2024-03-25,CA,mobile
832,2026-03-27,DE,mobile
833,2025-10-29,AU,mobile
834,2024-05-05,IN,mobile
835,2023-10-15,PH,mobile
836,2025-05-11,DE,mobile
837,2025-01-26,US,mobile
838,2025-01-15,GB,mobile
839,2025-07-17,PH,desktop
840,2023-05-24,IN,mobile
841,2024-09-24,IN,desktop
842,2025-04-06,US,desktop
843,2023-05-03,US,mobile
844,2024-04-30,US,mobile
845,2026-04-23,PH,mobile
846,2024-12-23,IN,desktop
847,2024-03-01,IN,desktop
848,2023-05-14,BR,mobile
849,2024-09-05,US,mobile
850,2025-02-25,CA,mobile
851,2025-04-17,CA,mobile
852,2026-01-06,GB,mobile
853,2026-01-15,GB,mobile
854,2024-12-28,IN,desktop
855,2023-10-28,GB,mobile
856,2025-01-14,BR,mobile
857,2025-11-20,IN,mobile
858,2023-07-02,CA,desktop
859,2023-09-23,BR,desktop
860,2025-04-10,BR,mobile
861,2025-04-02,US,mobile
862,2025-05-24,US,tablet
863,2025-11-14,US,mobile
864,2025-01-11,US,mobile
865,2024-10-25,US,mobile
866,2024-02-14,GB,desktop
867,2025-10-04,US,mobile
868,2024-12-24,CA,mobile
869,2026-04-19,PH,desktop
870,2024-08-30,PH,mobile
871,2025-01-01,IN,mobile
872,2024-01-23,BR,mobile
873,2024-06-29,CA,mobile
874,2026-04-01,BR,desktop
875,2025-11-25,US,desktop
876,2025-11-28,CA,mobile
877,2023-09-11,US,mobile
878,2024-01-05,PH,desktop
879,2025-10-27,US,desktop
880,2023-06-06,BR,mobile
881,2024-08-20,US,tablet
882,2023-07-23,IN,desktop
883,2025-09-03,CA,mobile
884,2024-01-26,IN,mobile
885,2024-04-13,CA,mobile
886,2023-03-11,IN,mobile
887,2024-12-15,PH,desktop
888,2023-08-09,BR,mobile
889,2026-02-16,GB,mobile
890,2024-02-11,US,mobile
