question_id,user_id,topic,created_date,word_count,num_views,num_answers,num_upvotes,got_quality_answer,is_word_count_outlier,is_upvotes_outlier
46,884,sports,2026-06-01,47,33,0,1,FALSE,FALSE,FALSE
47,933,technology,2026-06-01,20,29,0,1,FALSE,FALSE,FALSE
48,952,education,2026-06-01,42,25,2,7,TRUE,FALSE,FALSE
49,970,relationships,2026-06-01,22,34,1,3,TRUE,FALSE,FALSE
50,985,relationships,2026-06-01,57,22,2,4,TRUE,FALSE,FALSE
51,990,education,2026-06-01,21,11,0,0,FALSE,FALSE,FALSE
52,1000,science,2026-06-01,136,29,0,0,FALSE,TRUE,FALSE
53,1013,travel,2026-06-01,35,20,0,1,FALSE,FALSE,FALSE
54,1053,technology,2026-06-01,50,14,1,3,TRUE,FALSE,FALSE
55,1112,science,2026-06-01,87,28,3,17,TRUE,FALSE,FALSE
56,1137,travel,2026-06-01,31,14,0,0,FALSE,FALSE,FALSE
57,1139,science,2026-06-01,34,19,1,4,TRUE,FALSE,FALSE
58,1192,health,2026-06-01,50,12,1,0,FALSE,FALSE,FALSE
59,1207,health,2026-06-01,43,30,4,20,TRUE,FALSE,FALSE
60,1210,relationships,2026-06-01,19,18,1,3,TRUE,FALSE,FALSE
61,1250,sports,2026-06-01,31,24,2,11,TRUE,FALSE,FALSE
62,1277,finance,2026-06-01,37,23,2,11,TRUE,FALSE,FALSE
63,1302,sports,2026-06-01,38,22,1,3,TRUE,FALSE,FALSE
64,1309,relationships,2026-06-01,39,22,1,4,TRUE,FALSE,FALSE
65,1325,politics,2026-06-01,34,15,1,4,TRUE,FALSE,FALSE
66,1326,politics,2026-06-01,32,20,3,12,TRUE,FALSE,FALSE
67,1333,education,2026-06-01,29,31,0,1,FALSE,FALSE,FALSE
68,1356,travel,2026-06-01,23,23,0,0,FALSE,FALSE,FALSE
69,1373,travel,2026-06-01,77,22,1,3,TRUE,FALSE,FALSE
70,1389,travel,2026-06-01,33,31,2,11,TRUE,FALSE,FALSE
71,1413,sports,2026-06-01,15,15,0,1,FALSE,FALSE,FALSE
72,1448,career,2026-06-01,16,9,0,0,FALSE,FALSE,FALSE
73,1457,relationships,2026-06-01,37,28,2,8,TRUE,FALSE,FALSE
74,1465,career,2026-06-01,30,34,0,1,FALSE,FALSE,FALSE
75,1494,travel,2026-06-01,48,21,2,13,TRUE,FALSE,FALSE
76,1496,technology,2026-06-01,73,20,0,1,FALSE,FALSE,FALSE
77,1510,relationships,2026-06-01,28,19,2,10,TRUE,FALSE,FALSE
78,1536,sports,2026-06-01,17,15,0,0,FALSE,FALSE,FALSE
79,1581,politics,2026-06-01,24,22,3,8,TRUE,FALSE,FALSE
80,1599,sports,2026-06-01,49,32,1,5,TRUE,FALSE,FALSE
81,1620,career,2026-06-01,24,24,4,15,TRUE,FALSE,FALSE
82,1633,science,2026-06-01,28,25,0,0,FALSE,FALSE,FALSE
83,1643,travel,2026-06-01,59,23,2,6,TRUE,FALSE,FALSE
84,1721,sports,2026-06-01,21,15,0,0,FALSE,FALSE,FALSE
85,1724,career,2026-06-01,62,22,2,10,TRUE,FALSE,FALSE
86,1728,finance,2026-06-01,33,20,0,0,FALSE,FALSE,FALSE
87,1759,finance,2026-06-01,34,20,3,14,TRUE,FALSE,FALSE
88,1768,sports,2026-06-01,60,39,3,15,TRUE,FALSE,FALSE
89,1782,health,2026-06-01,42,28,1,7,TRUE,FALSE,FALSE
90,1803,sports,2026-06-01,52,26,4,20,TRUE,FALSE,FALSE
91,1810,technology,2026-06-01,50,20,0,0,FALSE,FALSE,FALSE
92,1811,relationships,2026-06-01,37,23,1,4,TRUE,FALSE,FALSE
93,1827,travel,2026-06-01,23,18,4,15,TRUE,FALSE,FALSE
94,1832,technology,2026-06-01,32,20,0,0,FALSE,FALSE,FALSE
95,1837,finance,2026-06-01,31,28,3,11,TRUE,FALSE,FALSE
96,1847,science,2026-06-01,58,29,0,1,FALSE,FALSE,FALSE
97,1849,sports,2026-06-01,31,27,1,4,TRUE,FALSE,FALSE
98,1864,relationships,2026-06-01,78,17,2,8,TRUE,FALSE,FALSE
99,1876,technology,2026-06-01,76,47,3,23,TRUE,FALSE,FALSE
100,1904,health,2026-06-01,52,28,0,0,FALSE,FALSE,FALSE
101,1927,finance,2026-06-01,38,19,2,8,TRUE,FALSE,FALSE
102,1933,education,2026-06-01,46,25,1,4,TRUE,FALSE,FALSE
103,1966,technology,2026-06-01,66,32,1,4,TRUE,FALSE,FALSE
104,1975,finance,2026-06-01,34,16,1,3,TRUE,FALSE,FALSE
105,2024,education,2026-06-01,31,26,1,3,TRUE,FALSE,FALSE
106,2042,finance,2026-06-01,19,23,0,0,FALSE,FALSE,FALSE
107,2050,career,2026-06-01,56,31,2,14,TRUE,FALSE,FALSE
108,2120,education,2026-06-01,51,13,0,1,FALSE,FALSE,FALSE
109,2157,technology,2026-06-01,19,30,2,11,TRUE,FALSE,FALSE
110,2185,relationships,2026-06-01,53,22,2,10,TRUE,FALSE,FALSE
111,2219,politics,2026-06-01,36,25,0,0,FALSE,FALSE,FALSE
112,2225,politics,2026-06-01,65,29,0,1,FALSE,FALSE,FALSE
113,2244,finance,2026-06-01,16,19,1,4,TRUE,FALSE,FALSE
114,2273,finance,2026-06-01,16,21,2,10,TRUE,FALSE,FALSE
115,2274,education,2026-06-01,42,17,0,0,FALSE,FALSE,FALSE
116,2287,technology,2026-06-01,27,26,1,3,TRUE,FALSE,FALSE
117,2303,relationships,2026-06-01,64,26,1,3,TRUE,FALSE,FALSE
118,2316,technology,2026-06-01,28,14,0,1,FALSE,FALSE,FALSE
119,2317,career,2026-06-01,11,24,1,4,TRUE,FALSE,FALSE
120,2331,relationships,2026-06-01,35,23,1,3,TRUE,FALSE,FALSE
121,2332,sports,2026-06-01,8,16,1,3,TRUE,FALSE,FALSE
122,2351,technology,2026-06-01,48,35,0,1,FALSE,FALSE,FALSE
123,2411,science,2026-06-01,23,21,4,22,TRUE,FALSE,FALSE
124,2423,career,2026-06-01,83,28,1,6,TRUE,FALSE,FALSE
125,2441,health,2026-06-01,34,19,1,3,TRUE,FALSE,FALSE
126,2444,relationships,2026-06-01,36,25,0,0,FALSE,FALSE,FALSE
127,2454,sports,2026-06-01,202,31,2,11,TRUE,TRUE,FALSE
128,2458,relationships,2026-06-01,55,36,2,11,TRUE,FALSE,FALSE
129,2483,politics,2026-06-01,44,22,1,4,TRUE,FALSE,FALSE
130,2548,technology,2026-06-01,31,28,0,0,FALSE,FALSE,FALSE
131,2556,technology,2026-06-01,33,24,0,1,FALSE,FALSE,FALSE
132,2604,science,2026-06-01,47,15,1,2,FALSE,FALSE,FALSE
133,2606,science,2026-06-01,30,11,3,10,TRUE,FALSE,FALSE
134,2614,health,2026-06-01,41,34,2,8,TRUE,FALSE,FALSE
135,2617,science,2026-06-01,32,30,2,9,TRUE,FALSE,FALSE
136,2635,relationships,2026-06-01,29,28,2,9,TRUE,FALSE,FALSE
137,2655,health,2026-06-01,86,33,0,1,FALSE,FALSE,FALSE
138,2659,relationships,2026-06-01,22,21,1,4,TRUE,FALSE,FALSE
139,2702,technology,2026-06-01,18,23,0,1,FALSE,FALSE,FALSE
140,2713,career,2026-06-01,76,21,5,25,TRUE,FALSE,TRUE
141,2746,relationships,2026-06-01,23,25,2,9,TRUE,FALSE,FALSE
142,2768,relationships,2026-06-01,20,11,2,5,TRUE,FALSE,FALSE
143,2789,politics,2026-06-01,25,23,1,4,TRUE,FALSE,FALSE
144,2796,finance,2026-06-01,17,14,0,0,FALSE,FALSE,FALSE
145,2822,science,2026-06-01,38,10,1,5,TRUE,FALSE,FALSE
146,2827,technology,2026-06-01,27,20,1,4,TRUE,FALSE,FALSE
147,2829,science,2026-06-01,50,16,2,7,TRUE,FALSE,FALSE
148,2842,finance,2026-06-01,40,38,1,4,TRUE,FALSE,FALSE
149,2874,technology,2026-06-01,7,14,2,7,TRUE,FALSE,FALSE
150,2899,relationships,2026-06-01,69,32,1,4,TRUE,FALSE,FALSE
151,2906,technology,2026-06-01,14,21,0,1,FALSE,FALSE,FALSE
152,2909,education,2026-06-01,19,27,2,10,TRUE,FALSE,FALSE
153,2913,travel,2026-06-01,42,22,1,2,FALSE,FALSE,FALSE
154,2923,sports,2026-06-01,38,29,3,13,TRUE,FALSE,FALSE
155,2926,education,2026-06-01,28,24,1,2,FALSE,FALSE,FALSE
156,2928,travel,2026-06-01,50,18,0,0,FALSE,FALSE,FALSE
157,2941,science,2026-06-01,47,22,2,9,TRUE,FALSE,FALSE
158,2964,health,2026-06-01,26,21,1,8,TRUE,FALSE,FALSE
159,2998,education,2026-06-01,48,23,2,11,TRUE,FALSE,FALSE
160,3001,finance,2026-06-01,38,17,1,3,TRUE,FALSE,FALSE
161,3042,career,2026-06-01,13,22,1,7,TRUE,FALSE,FALSE
162,3044,relationships,2026-06-01,34,21,4,22,TRUE,FALSE,FALSE
163,3059,science,2026-06-01,85,24,1,6,TRUE,FALSE,FALSE
164,3074,technology,2026-06-01,47,24,3,12,TRUE,FALSE,FALSE
165,3080,travel,2026-06-01,38,23,1,5,TRUE,FALSE,FALSE
166,3091,relationships,2026-06-01,24,28,0,0,FALSE,FALSE,FALSE
167,3121,technology,2026-06-01,96,25,4,22,TRUE,TRUE,FALSE
168,3139,career,2026-06-01,36,19,2,10,TRUE,FALSE,FALSE
169,3141,travel,2026-06-01,28,19,1,4,TRUE,FALSE,FALSE
170,3180,politics,2026-06-01,45,20,1,4,TRUE,FALSE,FALSE
171,3182,finance,2026-06-01,77,34,3,13,TRUE,FALSE,FALSE
172,3188,education,2026-06-01,46,20,0,0,FALSE,FALSE,FALSE
173,3196,technology,2026-06-01,18,19,1,3,TRUE,FALSE,FALSE
174,3197,education,2026-06-01,66,29,1,9,TRUE,FALSE,FALSE
175,3205,education,2026-06-01,34,24,0,0,FALSE,FALSE,FALSE
176,3208,travel,2026-06-01,46,18,2,9,TRUE,FALSE,FALSE
177,3222,science,2026-06-01,26,16,0,0,FALSE,FALSE,FALSE
178,3246,education,2026-06-01,46,19,1,4,TRUE,FALSE,FALSE
179,3293,technology,2026-06-01,34,31,3,13,TRUE,FALSE,FALSE
180,3303,career,2026-06-01,56,30,1,3,TRUE,FALSE,FALSE
181,3332,health,2026-06-01,28,26,1,3,TRUE,FALSE,FALSE
182,3351,science,2026-06-01,40,29,0,0,FALSE,FALSE,FALSE
183,3352,education,2026-06-01,45,25,1,5,TRUE,FALSE,FALSE
184,3373,sports,2026-06-01,27,15,2,6,TRUE,FALSE,FALSE
185,3375,politics,2026-06-01,24,13,2,9,TRUE,FALSE,FALSE
186,3391,relationships,2026-06-01,94,30,0,0,FALSE,TRUE,FALSE
187,3401,relationships,2026-06-01,19,17,3,10,TRUE,FALSE,FALSE
188,3416,technology,2026-06-01,44,32,2,7,TRUE,FALSE,FALSE
189,3453,education,2026-06-01,24,23,1,3,TRUE,FALSE,FALSE
190,3507,science,2026-06-01,12,29,1,5,TRUE,FALSE,FALSE
191,3508,politics,2026-06-01,57,28,4,22,TRUE,FALSE,FALSE
192,3515,technology,2026-06-01,124,27,2,13,TRUE,TRUE,FALSE
193,3516,sports,2026-06-01,25,22,0,0,FALSE,FALSE,FALSE
194,3519,finance,2026-06-01,30,20,0,1,FALSE,FALSE,FALSE
195,3521,finance,2026-06-01,36,18,1,6,TRUE,FALSE,FALSE
196,3534,politics,2026-06-01,28,25,4,21,TRUE,FALSE,FALSE
197,3578,technology,2026-06-01,34,22,0,0,FALSE,FALSE,FALSE
198,3615,education,2026-06-01,89,38,2,9,TRUE,FALSE,FALSE
199,3618,career,2026-06-01,11,20,0,0,FALSE,FALSE,FALSE
200,3632,finance,2026-06-01,32,32,3,18,TRUE,FALSE,FALSE
201,3659,science,2026-06-01,62,27,1,3,TRUE,FALSE,FALSE
202,3662,technology,2026-06-01,48,30,1,3,TRUE,FALSE,FALSE
203,3682,education,2026-06-01,9,18,1,4,TRUE,FALSE,FALSE
204,3686,science,2026-06-01,33,20,1,2,FALSE,FALSE,FALSE
205,3691,career,2026-06-01,29,21,1,4,TRUE,FALSE,FALSE
206,3694,technology,2026-06-01,18,27,2,13,TRUE,FALSE,FALSE
207,3701,finance,2026-06-01,23,21,1,3,TRUE,FALSE,FALSE
208,3719,relationships,2026-06-01,71,31,1,6,TRUE,FALSE,FALSE
209,3728,career,2026-06-01,61,30,3,15,TRUE,FALSE,FALSE
210,3765,technology,2026-06-01,39,20,8,38,TRUE,FALSE,TRUE
211,3772,health,2026-06-01,40,19,3,17,TRUE,FALSE,FALSE
212,3775,sports,2026-06-01,38,19,1,4,TRUE,FALSE,FALSE
213,3796,relationships,2026-06-01,37,19,1,4,TRUE,FALSE,FALSE
214,3801,sports,2026-06-01,20,22,2,10,TRUE,FALSE,FALSE
215,3804,technology,2026-06-01,13,18,1,2,FALSE,FALSE,FALSE
216,3822,education,2026-06-01,16,20,1,2,FALSE,FALSE,FALSE
217,3882,technology,2026-06-01,19,23,1,2,FALSE,FALSE,FALSE
218,3889,finance,2026-06-01,27,32,1,5,TRUE,FALSE,FALSE
219,3892,politics,2026-06-01,91,26,3,12,TRUE,FALSE,FALSE
220,3912,technology,2026-06-01,44,19,1,7,TRUE,FALSE,FALSE
221,3923,technology,2026-06-01,61,22,1,6,TRUE,FALSE,FALSE
222,3950,technology,2026-06-01,23,21,0,1,FALSE,FALSE,FALSE
223,3967,career,2026-06-01,39,29,2,8,TRUE,FALSE,FALSE
224,3976,politics,2026-06-01,98,27,1,5,TRUE,TRUE,FALSE
225,4030,finance,2026-06-01,20,20,3,10,TRUE,FALSE,FALSE
226,4098,technology,2026-06-01,53,34,0,0,FALSE,FALSE,FALSE
227,4112,education,2026-06-01,33,25,1,4,TRUE,FALSE,FALSE
228,4149,career,2026-06-01,47,22,5,25,TRUE,FALSE,TRUE
229,4156,health,2026-06-01,65,20,1,3,TRUE,FALSE,FALSE
230,4182,travel,2026-06-01,36,21,1,3,TRUE,FALSE,FALSE
231,4194,technology,2026-06-01,49,30,2,4,TRUE,FALSE,FALSE
232,4195,health,2026-06-01,28,40,2,11,TRUE,FALSE,FALSE
233,4235,relationships,2026-06-01,22,13,0,0,FALSE,FALSE,FALSE
234,4237,relationships,2026-06-01,14,19,1,5,TRUE,FALSE,FALSE
235,4254,career,2026-06-01,27,15,1,3,TRUE,FALSE,FALSE
236,4283,health,2026-06-01,46,20,4,25,TRUE,FALSE,TRUE
237,4299,technology,2026-06-01,24,24,2,11,TRUE,FALSE,FALSE
238,4305,travel,2026-06-01,43,23,1,4,TRUE,FALSE,FALSE
239,4344,career,2026-06-01,26,26,0,0,FALSE,FALSE,FALSE
240,4436,finance,2026-06-01,40,23,0,0,FALSE,FALSE,FALSE
241,4453,travel,2026-06-01,26,25,1,3,TRUE,FALSE,FALSE
242,4456,career,2026-06-01,105,30,0,1,FALSE,TRUE,FALSE
243,4482,technology,2026-06-01,27,14,1,4,TRUE,FALSE,FALSE
244,4500,relationships,2026-06-01,30,25,1,4,TRUE,FALSE,FALSE
245,4520,relationships,2026-06-01,72,24,2,11,TRUE,FALSE,FALSE
246,4576,relationships,2026-06-01,32,26,0,1,FALSE,FALSE,FALSE
247,4641,finance,2026-06-01,37,21,0,0,FALSE,FALSE,FALSE
248,4655,finance,2026-06-01,51,21,2,8,TRUE,FALSE,FALSE
249,4661,sports,2026-06-01,55,22,2,11,TRUE,FALSE,FALSE
250,4684,technology,2026-06-01,30,11,3,13,TRUE,FALSE,FALSE
251,4686,health,2026-06-01,27,28,1,5,TRUE,FALSE,FALSE
252,4689,technology,2026-06-01,52,18,0,1,FALSE,FALSE,FALSE
253,4690,travel,2026-06-01,100,30,3,19,TRUE,TRUE,FALSE
254,4691,career,2026-06-01,60,21,1,6,TRUE,FALSE,FALSE
255,4706,education,2026-06-01,79,31,2,9,TRUE,FALSE,FALSE
256,4727,politics,2026-06-01,24,21,1,4,TRUE,FALSE,FALSE
257,4748,travel,2026-06-01,31,25,0,0,FALSE,FALSE,FALSE
258,4763,technology,2026-06-01,31,15,0,1,FALSE,FALSE,FALSE
259,4797,career,2026-06-01,40,18,2,9,TRUE,FALSE,FALSE
260,4815,education,2026-06-01,37,19,2,9,TRUE,FALSE,FALSE
261,4840,career,2026-06-01,34,22,1,3,TRUE,FALSE,FALSE
262,4846,science,2026-06-01,12,16,3,9,TRUE,FALSE,FALSE
263,4856,politics,2026-06-01,41,25,3,10,TRUE,FALSE,FALSE
264,4858,education,2026-06-01,80,24,2,10,TRUE,FALSE,FALSE
265,4861,relationships,2026-06-01,41,25,2,7,TRUE,FALSE,FALSE
266,4886,career,2026-06-01,51,22,2,14,TRUE,FALSE,FALSE
267,4912,science,2026-06-01,35,29,0,1,FALSE,FALSE,FALSE
268,4930,career,2026-06-01,39,26,2,11,TRUE,FALSE,FALSE
269,4935,health,2026-06-01,74,26,0,0,FALSE,FALSE,FALSE
270,4954,health,2026-06-01,23,11,0,1,FALSE,FALSE,FALSE
271,4962,career,2026-06-01,33,22,2,11,TRUE,FALSE,FALSE
272,4986,relationships,2026-06-01,60,23,3,16,TRUE,FALSE,FALSE
273,5005,education,2026-06-01,33,31,0,0,FALSE,FALSE,FALSE
274,5024,science,2026-06-01,44,29,2,11,TRUE,FALSE,FALSE
275,5064,sports,2026-06-01,69,18,3,12,TRUE,FALSE,FALSE
276,5086,politics,2026-06-01,22,23,2,10,TRUE,FALSE,FALSE
277,5096,science,2026-06-01,191,46,2,15,TRUE,TRUE,FALSE
278,5098,sports,2026-06-01,24,18,0,0,FALSE,FALSE,FALSE
279,5128,technology,2026-06-01,26,25,1,3,TRUE,FALSE,FALSE
280,5131,technology,2026-06-01,21,25,4,17,TRUE,FALSE,FALSE
281,5142,education,2026-06-01,37,15,2,12,TRUE,FALSE,FALSE
282,5149,travel,2026-06-01,41,17,0,0,FALSE,FALSE,FALSE
283,5160,education,2026-06-01,26,20,0,0,FALSE,FALSE,FALSE
284,5175,travel,2026-06-01,44,15,1,7,TRUE,FALSE,FALSE
285,5180,health,2026-06-01,28,28,2,3,TRUE,FALSE,FALSE
286,5193,technology,2026-06-01,13,21,3,13,TRUE,FALSE,FALSE
287,5207,technology,2026-06-01,76,36,1,5,TRUE,FALSE,FALSE
288,5257,finance,2026-06-01,63,25,0,0,FALSE,FALSE,FALSE
289,5262,technology,2026-06-01,22,16,1,5,TRUE,FALSE,FALSE
290,5300,relationships,2026-06-01,34,14,3,12,TRUE,FALSE,FALSE
291,5309,relationships,2026-06-01,57,26,2,10,TRUE,FALSE,FALSE
292,5315,career,2026-06-01,118,32,1,5,TRUE,TRUE,FALSE
293,5317,technology,2026-06-01,25,13,2,4,TRUE,FALSE,FALSE
294,5341,politics,2026-06-01,39,22,1,4,TRUE,FALSE,FALSE
295,5396,travel,2026-06-01,12,7,2,9,TRUE,FALSE,FALSE
296,5399,politics,2026-06-01,17,22,0,0,FALSE,FALSE,FALSE
297,5405,health,2026-06-01,21,18,3,11,TRUE,FALSE,FALSE
298,5453,politics,2026-06-01,31,26,1,2,FALSE,FALSE,FALSE
299,5502,health,2026-06-01,35,19,1,4,TRUE,FALSE,FALSE
300,5505,technology,2026-06-01,24,22,1,1,FALSE,FALSE,FALSE
301,5506,health,2026-06-01,119,22,3,13,TRUE,TRUE,FALSE
302,5556,politics,2026-06-01,27,20,0,1,FALSE,FALSE,FALSE
303,5593,politics,2026-06-01,26,25,0,0,FALSE,FALSE,FALSE
304,5604,career,2026-06-01,38,27,1,5,TRUE,FALSE,FALSE
305,5608,science,2026-06-01,49,32,1,3,TRUE,FALSE,FALSE
306,5631,health,2026-06-01,31,21,1,4,TRUE,FALSE,FALSE
307,5634,finance,2026-06-01,43,21,1,7,TRUE,FALSE,FALSE
308,5710,career,2026-06-01,22,18,0,0,FALSE,FALSE,FALSE
309,5712,education,2026-06-01,77,29,3,16,TRUE,FALSE,FALSE
310,5726,technology,2026-06-01,28,27,0,0,FALSE,FALSE,FALSE
311,5740,science,2026-06-01,38,26,1,4,TRUE,FALSE,FALSE
312,5750,sports,2026-06-01,25,22,2,8,TRUE,FALSE,FALSE
313,5809,health,2026-06-01,42,19,2,11,TRUE,FALSE,FALSE
314,5831,travel,2026-06-01,43,28,2,10,TRUE,FALSE,FALSE
315,5838,technology,2026-06-01,30,8,2,9,TRUE,FALSE,FALSE
316,5876,career,2026-06-01,28,24,1,3,TRUE,FALSE,FALSE
317,5880,health,2026-06-01,42,19,0,0,FALSE,FALSE,FALSE
318,5887,career,2026-06-01,29,18,1,4,TRUE,FALSE,FALSE
319,5890,science,2026-06-01,22,20,1,5,TRUE,FALSE,FALSE
320,5908,sports,2026-06-01,99,29,1,3,TRUE,TRUE,FALSE
321,5917,technology,2026-06-01,18,13,3,14,TRUE,FALSE,FALSE
322,5939,technology,2026-06-01,55,25,1,5,TRUE,FALSE,FALSE
323,5942,travel,2026-06-01,36,28,2,10,TRUE,FALSE,FALSE
324,5958,education,2026-06-01,46,23,1,2,FALSE,FALSE,FALSE
325,5968,politics,2026-06-01,68,30,2,8,TRUE,FALSE,FALSE
326,5976,sports,2026-06-01,67,26,1,4,TRUE,FALSE,FALSE
327,6036,relationships,2026-06-01,109,24,1,6,TRUE,TRUE,FALSE
328,6037,sports,2026-06-01,36,34,3,14,TRUE,FALSE,FALSE
329,6042,education,2026-06-01,83,29,0,0,FALSE,FALSE,FALSE
330,6066,travel,2026-06-01,68,31,3,15,TRUE,FALSE,FALSE
331,6081,health,2026-06-01,20,20,1,3,TRUE,FALSE,FALSE
332,6113,health,2026-06-01,20,17,1,3,TRUE,FALSE,FALSE
333,6114,technology,2026-06-01,33,20,0,1,FALSE,FALSE,FALSE
334,6123,health,2026-06-01,38,21,1,3,TRUE,FALSE,FALSE
335,6154,science,2026-06-01,19,22,2,9,TRUE,FALSE,FALSE
336,6158,education,2026-06-01,8,13,1,4,TRUE,FALSE,FALSE
337,6187,sports,2026-06-01,15,10,3,12,TRUE,FALSE,FALSE
338,6238,travel,2026-06-01,39,27,5,35,TRUE,FALSE,TRUE
339,6271,relationships,2026-06-01,37,22,0,1,FALSE,FALSE,FALSE
340,6273,politics,2026-06-01,36,22,1,5,TRUE,FALSE,FALSE
341,6274,science,2026-06-01,44,26,1,3,TRUE,FALSE,FALSE
342,6298,health,2026-06-01,85,30,2,7,TRUE,FALSE,FALSE
343,6329,relationships,2026-06-01,48,27,2,7,TRUE,FALSE,FALSE
344,6351,relationships,2026-06-01,46,24,0,0,FALSE,FALSE,FALSE
345,6354,health,2026-06-01,21,24,1,2,FALSE,FALSE,FALSE
346,6357,education,2026-06-01,65,37,4,20,TRUE,FALSE,FALSE
347,6366,health,2026-06-01,16,18,2,11,TRUE,FALSE,FALSE
348,6379,relationships,2026-06-01,18,22,0,0,FALSE,FALSE,FALSE
349,6398,career,2026-06-01,53,17,1,5,TRUE,FALSE,FALSE
350,6399,career,2026-06-01,92,22,2,9,TRUE,TRUE,FALSE
351,6412,science,2026-06-01,60,25,1,6,TRUE,FALSE,FALSE
352,6428,health,2026-06-01,34,31,1,4,TRUE,FALSE,FALSE
353,6430,health,2026-06-01,57,28,0,0,FALSE,FALSE,FALSE
354,6454,relationships,2026-06-01,45,22,0,1,FALSE,FALSE,FALSE
355,6480,education,2026-06-01,66,24,3,13,TRUE,FALSE,FALSE
356,6541,finance,2026-06-01,44,25,1,5,TRUE,FALSE,FALSE
357,6543,sports,2026-06-01,27,31,0,0,FALSE,FALSE,FALSE
358,6559,science,2026-06-01,47,21,4,19,TRUE,FALSE,FALSE
359,6560,travel,2026-06-01,28,34,3,12,TRUE,FALSE,FALSE
360,6586,education,2026-06-01,15,19,0,0,FALSE,FALSE,FALSE
361,6592,career,2026-06-01,120,29,2,11,TRUE,TRUE,FALSE
362,6601,relationships,2026-06-01,23,15,1,2,FALSE,FALSE,FALSE
363,6615,education,2026-06-01,23,13,1,2,FALSE,FALSE,FALSE
364,6640,science,2026-06-01,13,26,2,9,TRUE,FALSE,FALSE
365,6650,career,2026-06-01,99,25,2,8,TRUE,TRUE,FALSE
366,6655,career,2026-06-01,39,30,2,11,TRUE,FALSE,FALSE
367,6672,technology,2026-06-01,21,20,1,6,TRUE,FALSE,FALSE
368,6695,relationships,2026-06-01,131,22,2,11,TRUE,TRUE,FALSE
369,6696,career,2026-06-01,119,22,3,16,TRUE,TRUE,FALSE
